id	context	tone	vars	chars_ko	ko	en	ja	zh_cn
hidden.reach.text	히든 루트 「침묵」(스포일러 최상급 — 톤 유지 필수)	혼잣말·반말		200	사다리는 오래된 정비 터널로, 터널은 연구소의 뒷문으로 이어졌다. 문은 잠겨 있지 않았다.<br>박사가 있었다. 무전 속 목소리가 아니라, 사람이. 놀라는 기색은 없었다 — 언젠가 누군가 이 길로 올 줄 알았다는 얼굴이었다.<br>우리는 오래 이야기했다. 떠난 자들에 대해, 남은 자들에 대해. 헤어지기 전에 박사가 물었다. "그래서 — 너는 어느 쪽이냐."	The ladder led to an old service tunnel, and the tunnel to a back door of the laboratory. It wasn't locked.<br>The doctor was there. Not a voice on the radio — a person. He didn't look surprised; his was the face of someone who always knew somebody would come this way.<br>You talked for a long time. About those who left. About those who stayed. Before parting, he asked: "So — which are you?"	はしごは古い整備トンネルへ、トンネルは研究所の裏口へと続いていた。扉には鍵がかかっていなかった。<br>博士がいた。無線の中の声ではなく、生身の人間が。驚いた様子はなかった — いつか誰かがこの道を来ると知っていた、そんな顔だった。<br>私たちは長いこと話した。去った者たちのこと、残った者たちのこと。別れる前に、博士は尋ねた。「それで — 君はどちら側だ。」	
hidden.reach.c0	히든 루트 「침묵」(스포일러 최상급 — 톤 유지 필수)	혼잣말·반말		8	대답하지 않는다	Say nothing	答えない	
hidden.reach.r0	히든 루트 「침묵」(스포일러 최상급 — 톤 유지 필수)	혼잣말·반말		56	나는 대답하지 않았다. 박사는 고개를 끄덕이더니, 서랍에서 접힌 종이를 꺼내 책상 위에 밀어 두었다.	You didn't answer. The doctor nodded, took a folded paper from a drawer, and slid it onto the desk.	答えなかった。博士はうなずくと、引き出しから折りたたまれた紙を取り出し、机の上に滑らせた。	
hidden.doc.title	히든 루트 「침묵」(스포일러 최상급 — 톤 유지 필수)	혼잣말·반말		9	박사가 남긴 문서	The Doctor's Papers	博士が残した文書	
hidden.doc.tag	히든 루트 「침묵」(스포일러 최상급 — 톤 유지 필수)	혼잣말·반말		21	책상 위, 접힌 채로 — 펼치면 두 장	On the desk, folded — two sheets	机の上、折りたたまれたまま — 開けば二枚	
hidden.doc.p1	히든 루트 「침묵」(스포일러 최상급 — 톤 유지 필수)	혼잣말·반말		113	첫 장은 지도다. 그들이 간 곳 — 신세계라 부르는 자리의 좌표가 또박또박 적혀 있다.\n여백의 손글씨. "그들은 지켜보는 걸 멈추지 않을 것이다. 초대는 언제나 유효하고, 그래서 언제나 유효하지 않다."	The first sheet is a map. The coordinates of where they went — the place they call the new world — written in a careful hand.\nIn the margin: "They will not stop watching. The invitation is always open, and so it is never open."	一枚目は地図だ。彼らが向かった場所 — 新世界と呼ぶ地点の座標が、几帳面な字で記されている。\n余白に手書きの一文。「彼らは見張ることをやめないだろう。招待は常に有効で、だからこそ常に有効ではない。」	
hidden.doc.p2	히든 루트 「침묵」(스포일러 최상급 — 톤 유지 필수)	혼잣말·반말		125	둘째 장은 제원표다. 폐기된 사일로 하나가 아직 살아 있다는 것. 좌표 입력부터 발사까지의 절차. 그리고 사거리 안에 무엇이 있는지.\n마지막 줄만 손글씨다. "이건 계획이 아니다. 다만 알아야 할 사람이 알고 있어야 한다."	The second sheet is a spec table. One decommissioned silo, still alive. The procedure, from coordinates to launch. And what lies within its range.\nOnly the last line is handwritten: "This is not a plan. But someone who should know, should know."	二枚目は諸元表だ。廃棄されたサイロが一基、まだ生きていること。座標入力から発射までの手順。そして射程内に何があるのか。\n最後の行だけが手書きだ。「これは計画ではない。ただ、知るべき者が知っておくべきだ。」	
hidden.silo.confirm	히든 루트 「침묵」(스포일러 최상급 — 톤 유지 필수)	혼잣말·반말		27	좌표까지는 꼬박 하루 거리다. 간다면, 지금이다.	The coordinates are a full day's walk. If you're going, it's now.	座標までは丸一日の距離だ。行くなら、今だ。	
hidden.silo.go	히든 루트 「침묵」(스포일러 최상급 — 톤 유지 필수)	혼잣말·반말		2	간다	Go	行く	
hidden.silo.stay	히든 루트 「침묵」(스포일러 최상급 — 톤 유지 필수)	혼잣말·반말		4	덮어둔다	Put it away	伏せておく	
hidden.silo.line0	히든 루트 「침묵」(스포일러 최상급 — 톤 유지 필수)	혼잣말·반말		40	사다리 아래는 생각보다 깊었다. 내려가는 동안 아무 소리도 나지 않았다.	The way down was deeper than you expected. Nothing made a sound as you went.	はしごの下は思ったより深かった。降りるあいだ、何の音もしなかった。	
hidden.silo.line1	히든 루트 「침묵」(스포일러 최상급 — 톤 유지 필수)	혼잣말·반말		50	터널 끝, 무거운 문. 문 너머는 어둠 — 그리고 어둠 속에서 계기판 하나가 살아 있었다.	At the tunnel's end, a heavy door. Beyond it, dark — and in the dark, one console still alive.	トンネルの果てに、重い扉。その向こうは闇 — そして闇の中で、計器盤がひとつ生きていた。	
hidden.silo.line2	히든 루트 「침묵」(스포일러 최상급 — 톤 유지 필수)	혼잣말·반말		30	좌표를 넣는 손이 떨리지 않았다. 그게 제일 이상했다.	Your hands didn't shake as you entered the coordinates. That was the strangest part.	座標を打ち込む手は震えなかった。それが一番奇妙だった。	
hidden.silo.line3	히든 루트 「침묵」(스포일러 최상급 — 톤 유지 필수)	혼잣말·반말		18	덮개 아래 버튼 하나. 그뿐이다.	Under the cover, one button. That's all.	カバーの下にボタンがひとつ。それだけだ。	
hidden.silo.press	히든 루트 「침묵」(스포일러 최상급 — 톤 유지 필수)	혼잣말·반말		7	버튼을 누른다	Press it	ボタンを押す	
paint.foundNote	도료(팔레트) 시스템	라벨(명사구)	{name}	44	무너진 선반 아래에서 페인트 한 통을 건졌다 — {name}. 아직 쓸 만하다.	Salvaged a can of paint from under a fallen shelf — {name}. Still good.	崩れた棚の下からペンキを一缶拾い上げた — {name}。まだ使えそうだ。	
paint.jackpot	도료(팔레트) 시스템	라벨(명사구)	{name}	19	페인트 통을 찾았다 — {name}	Found a can of paint — {name}	ペンキの缶を見つけた — {name}	
paint.need	도료(팔레트) 시스템	라벨(명사구)	{name}	29	{name} 도료가 필요하다. 탐험에서 가끔 나온다.	Needs {name} paint. Expeditions turn it up now and then.	{name}の塗料が必要だ。探索でたまに手に入る。	
paint.used	도료(팔레트) 시스템	라벨(명사구)	{name} {left}	27	{name} 도료로 칠했다. 남은 {left}통.	Painted with {name}. {left} left.	{name}の塗料で塗った。残り{left}缶。	
paint.haveN	도료(팔레트) 시스템	라벨(명사구)	{n}	4	{n}통	×{n}	{n}缶	
paint.confirmUse	도료(팔레트) 시스템	라벨(명사구)	{name}	22	{name} 도료 1통을 쓴다. 칠할까?	This uses 1 can of {name} paint. Paint it?	{name}の塗料を1缶使う。塗り替える?	
paint.confirmYes	도료(팔레트) 시스템	라벨(명사구)		3	칠한다	Paint it	塗る	
paint.neonNote	도료(팔레트) 시스템	라벨(명사구)		48	🌈 무너진 간판 가게 안쪽에서 네온 안료 한 통을 건졌다. 도심에서만 나는 물건이다.	🌈 Salvaged a can of neon pigment from the back of a wrecked sign shop. Only turns up in the city core.	🌈 潰れた看板屋の奥からネオン顔料を一缶拾った。都心でしか手に入らない代物だ。	
paint.neonJackpot	도료(팔레트) 시스템	라벨(명사구)		18	네온 안료를 찾았다 — 도심의 색	Found neon pigment — the color of the city	ネオン顔料を見つけた — 都心の色	
bp.foundNote	시그니처 도면	라벨(명사구)	{name}	46	무너진 서랍 틈에서 접힌 도면을 찾았다 — {name}. 만드는 법이 그려져 있다.	Found a folded blueprint in a broken drawer — {name}. The how-to is all there.	壊れた引き出しの隙間から折りたたまれた設計図を見つけた — {name}。作り方が描かれている。	
bp.jackpot	시그니처 도면	라벨(명사구)	{name}	14	도면 발견 — {name}	Blueprint found — {name}	設計図発見 — {name}	
bp.lootLabel	시그니처 도면	라벨(명사구)	{name}	9	{name} 도면	{name} Blueprint	{name}の設計図	
offline.catGift	일반 UI	혼잣말·반말		56	🐈 자리를 비운 사이, 고양이가 문가에 천 조각을 물어다 뒀다. 어디서 났는지는 묻지 않기로 했다.	🐈 While you were away, the cat left a scrap of cloth by the door. Better not to ask where it came from.	🐈 留守のあいだに、猫が扉のそばに布切れをくわえてきていた。どこで手に入れたのかは、訊かないことにした。	
offline.birdGift	일반 UI	혼잣말·반말		42	🐦 창턱에 새가 다녀간 자국. 부스러기 대신 도토리 몇 알이 놓여 있었다.	🐦 Traces of a bird on the sill. Instead of crumbs, a few acorns were left behind.	🐦 窓辺に鳥の立ち寄った跡。パンくずの代わりに、どんぐりがいくつか置かれていた。	
frame.default	일반 UI	라벨(명사구)		3	풍경화	Landscape	風景画	
frame.hung	일반 UI	라벨(명사구)	{name}	17	{name} — 액자에 걸었다.	{name} — hung in the frame.	{name} — 額縁に飾った。	
dye.title	염료 상인	혼잣말·반말		5	염료 상인	The Dye Peddler	染料商人	
dye.text	염료 상인	혼잣말·반말	{names} {n}	102	슬럼 골목 어귀, 페인트 통을 실은 손수레가 서 있다. 상인이 말없이 천을 걷는다.<br>오늘의 통 — {names}.<br>값은 하나에 통조림 {n}개. 흥정이 통할 얼굴이 아니다.	At the mouth of a slum alley stands a handcart loaded with paint cans. The peddler pulls back the cloth without a word.<br>Today's cans — {names}.<br>The price is {n} canned food apiece. Not a face that haggles.	スラムの路地の入り口に、ペンキの缶を積んだ手押し車が停まっている。商人が無言で布をめくる。<br>今日の缶 — {names}。<br>値は一缶につき缶詰{n}個。値切りが通じる顔ではない。	
dye.c0	염료 상인	혼잣말·반말		8	1번 통을 산다	Buy can no. 1	1番の缶を買う	
dye.c1	염료 상인	혼잣말·반말		8	2번 통을 산다	Buy can no. 2	2番の缶を買う	
dye.c2	염료 상인	혼잣말·반말		8	3번 통을 산다	Buy can no. 3	3番の缶を買う	
dye.pass	염료 상인	혼잣말·반말		4	지나친다	Walk on	通り過ぎる	
dye.r.bought	염료 상인	혼잣말·반말	{n} {name}	35	통조림 {n}개를 건넸다. {name} 한 통이 손에 들어왔다.	Handed over {n} cans of food. A can of {name} is yours.	缶詰{n}個を手渡した。{name}が一缶、手に入った。	
dye.r.noGoods	염료 상인	혼잣말·반말		31	통조림이 모자라다. 상인은 어깨를 으쓱하고 천을 덮었다.	Not enough canned food. The peddler shrugged and covered the cart.	缶詰が足りない。商人は肩をすくめ、布をかぶせ直した。	
dye.r.pass	염료 상인	혼잣말·반말		36	고개만 까딱하고 지나쳤다. 등 뒤로 손수레 바퀴 소리가 멀어졌다.	A small nod, nothing more. The cart wheels faded behind you.	会釈だけして通り過ぎた。背後で手押し車の車輪の音が遠ざかった。	
ev.noResource	인카운터(랜덤 사건) 본문·선택지 — 플레이어가 겪는 이야기	혼잣말·반말		8	 (자원 부족)	 (not enough)	 (資源不足)	
ev.coldstranger.title	인카운터(랜덤 사건) 본문·선택지 — 플레이어가 겪는 이야기	혼잣말·반말		6	문밖의 온기	Warmth Beyond the Door	扉の外の暖かさ	
ev.coldstranger.text	인카운터(랜덤 사건) 본문·선택지 — 플레이어가 겪는 이야기	혼잣말·반말		72	한파가 몰아치는 밤. 문 밖에 누군가 웅크린 채 쓰러져 있다. 숨은 붙어 있다.<br>깨워도 말이 없다. 그저 떨고 있을 뿐이다.	A cold-snap night. Someone lies curled and fallen beyond the door, still breathing.<br>They don’t answer when I shake them. They only shiver.	寒波の吹き荒れる夜。扉の外に、誰かがうずくまったまま倒れている。息はある。<br>揺すっても答えはない。ただ震えているだけだ。	
